,book_id,book_authors,book_title,language_code,genres,image_url,rating,book_rating_count,book_review_count,Price
41,60,mary wollstonecraft shelley|percy bysshe shelley|maurice hindle,frankenstein,eng,classics,https://images.gr-assets.com/books/1381512375l/18490.jpg,3.39,973406.0,23951.0,22.0
42,62,ken follett,the pillars of the earth,eng,historical,https://images.gr-assets.com/books/1388193707l/5043.jpg,5.0,552602.0,28164.0,64.0
43,63,stephen king|bernie wrightson,the stand,eng,horror,https://images.gr-assets.com/books/1213131305l/149267.jpg,3.0,523830.0,15647.0,43.0
44,64,lois lowry,the giver,eng,young adult,https://images.gr-assets.com/books/1342493368l/3636.jpg,4.0,1452412.0,58451.0,55.0
45,65,richard  adams,watership down,eng,classics,https://images.gr-assets.com/books/1405136931l/76620.jpg,4.12,331158.0,11489.0,42.0
46,66,margaret atwood,the handmaid's tale,eng,fiction,https://images.gr-assets.com/books/1498057733l/38447.jpg,4.21,944897.0,51091.0,24.0
47,68,jodi picoult,my sister's keeper,eng,fiction,https://images.gr-assets.com/books/1369504683l/10917.jpg,4.5,955234.0,31913.0,66.0
48,70,sylvia plath|reinhard kaiser,the bell jar,eng,classics,https://images.gr-assets.com/books/1473890514l/6514.jpg,4.6,491544.0,18332.0,74.0
49,71,diana gabaldon,outlander,eng,historical,https://images.gr-assets.com/books/1529065012l/10964.jpg,4.0,668422.0,40168.0,55.0
50,72,stieg larsson|reg keeland,the girl with the dragon tattoo,eng,fiction,https://images.gr-assets.com/books/1327868566l/2429135.jpg,5.0,2182830.0,64906.0,43.0
51,75,roald dahl|quentin blake,matilda,eng,childrens,https://images.gr-assets.com/books/1388793265l/39988.jpg,3.57,497665.0,12902.0,15.0
52,76,alice walker,the color purple,eng,classics,https://images.gr-assets.com/books/1386925078l/11486.jpg,4.0,440592.0,11325.0,60.0
53,77,j.r.r. tolkien,the fellowship of the ring,eng,fantasy,https://images.gr-assets.com/books/1298411339l/34.jpg,2.5,2021782.0,17444.0,49.0
54,78,louisa may alcott,little women,eng,classics,https://images.gr-assets.com/books/1388269517l/1934.jpg,1.8,1429608.0,19045.0,75.0
55,79,cormac mccarthy,the road,eng,fiction,https://images.gr-assets.com/books/1439197219l/6288.jpg,4.5,612741.0,41379.0,19.0
56,80,frank mccourt,angela's ashes,eng,nonfiction,https://images.gr-assets.com/books/1348317139l/252577.jpg,4.76,466398.0,10595.0,70.0
57,81,anthony burgess,a clockwork orange,eng,classics,https://images.gr-assets.com/books/1348339306l/227463.jpg,4.0,508614.0,11247.0,28.0
58,82,fyodor dostoyevsky|richard pevear|larissa volokhonsky,the brothers karamazov,eng,classics,https://images.gr-assets.com/books/1427728126l/4934.jpg,3.0,196403.0,8719.0,16.0
59,83,frank herbert,dune,eng,science fiction,https://images.gr-assets.com/books/1434908555l/234225.jpg,3.86,585539.0,15277.0,54.0
60,84,richelle mead,vampire academy,spa,young adult,https://images.gr-assets.com/books/1381459853l/18660669.jpg,3.57,491540.0,20760.0,69.0
61,85,barbara kingsolver,the poisonwood bible,eng,fiction,https://images.gr-assets.com/books/1412242487l/7244.jpg,4.0,595935.0,21100.0,36.0
62,86,hermann hesse|hilda rosner,siddhartha,eng,classics,https://images.gr-assets.com/books/1428715580l/52036.jpg,3.25,474735.0,13514.0,54.0
63,87,ayn rand|leonard peikoff,atlas shrugged,eng,fiction,https://images.gr-assets.com/books/1405868167l/662.jpg,4.64,320850.0,15696.0,56.0
64,89,miguel de cervantes saavedra|roberto gonzález echevarría|john rutherford|ernani ssó,don quixote,en-us,classics,https://images.gr-assets.com/books/1364958765l/3836.jpg,4.5,174044.0,6211.0,46.0
65,90,philip pullman,the golden compass,en-us,fantasy,https://images.gr-assets.com/books/1505766203l/119322.jpg,3.75,1094029.0,17109.0,73.0
66,92,nicholas sparks,the notebook,en-us,romance,https://images.gr-assets.com/books/1385738917l/15931.jpg,3.62,1144696.0,18249.0,48.0
67,93,ernest hemingway,the old man and the sea,eng,classics,https://images.gr-assets.com/books/1329189714l/2165.jpg,5.0,661870.0,19549.0,37.0
68,94,charles dickens,great expectations,eng,classics,https://images.gr-assets.com/books/1309639398l/2619.jpg,4.27,562389.0,13554.0,70.0
69,95,edgar allan poe,the complete stories and poems,eng,classics,https://images.gr-assets.com/books/1327942676l/23919.jpg,3.75,170532.0,1172.0,32.0
70,97,a.a. milne|ernest h. shepard,winnie-the-pooh,eng,classics,https://images.gr-assets.com/books/1298440130l/99107.jpg,3.67,230710.0,3617.0,52.0
71,100,anne rice,interview with the vampire,eng,horror,https://images.gr-assets.com/books/1380631642l/43763.jpg,3.89,428588.0,8739.0,50.0
72,101,george orwell|erich fromm,1984,eng,classics,https://images.gr-assets.com/books/1348990566l/5470.jpg,4.23,2420816.0,53773.0,53.0
73,102,anita diamant,the red tent,eng,historical,https://images.gr-assets.com/books/1405739117l/4989.jpg,4.67,470202.0,18027.0,19.0
74,103,sue monk kidd,the secret life of bees,eng,fiction,https://images.gr-assets.com/books/1473454532l/37435.jpg,4.12,1001343.0,28026.0,34.0
75,107,charles dickens|marisa sestino,great expectations,en-us,classics,https://images.gr-assets.com/books/1327920219l/2623.jpg,1.0,562389.0,13554.0,75.0
76,108,mark twain|guy cardwell|john seelye,the adventures of tom sawyer,eng,classics,https://images.gr-assets.com/books/1404811979l/24583.jpg,3.67,657117.0,8166.0,33.0
77,109,albert camus|matthew    ward,the stranger,eng,classics,https://images.gr-assets.com/books/1349927872l/49552.jpg,3.56,555897.0,17611.0,80.0
78,110,agatha christie,and then there were none,eng,mystery,https://images.gr-assets.com/books/1391120695l/16299.jpg,3.67,577459.0,22367.0,39.0
79,111,mikhail bulgakov|katherine tiernan o'connor|ellendea proffer|diana burgin,the master and margarita,eng,fiction,https://images.gr-assets.com/books/1327867963l/117833.jpg,2.8,186919.0,8601.0,52.0
80,113,j.k. rowling|mary grandpré,harry potter and the goblet of fire,en-us,fantasy,https://images.gr-assets.com/books/1361482611l/6.jpg,4.47,2077766.0,36237.0,50.0
81,114,stephen king,the shining,eng,horror,https://images.gr-assets.com/books/1353277730l/11588.jpg,3.8,916982.0,17519.0,42.0
82,115,jack kerouac,on the road,en-us,classics,https://images.gr-assets.com/books/1413588576l/70401.jpg,4.2,301429.0,13085.0,60.0
83,116,christopher paolini,eragon,eng,fantasy,https://images.gr-assets.com/books/1366212852l/113436.jpg,3.25,1242665.0,19685.0,68.0
84,117,eric carle,the very hungry caterpillar,en-us,childrens,https://images.gr-assets.com/books/1517550266l/4948.jpg,4.12,338885.0,6637.0,39.0
85,118,mitch albom|saulius dagys,tuesdays with morrie,eng,nonfiction,https://images.gr-assets.com/books/1423763749l/6900.jpg,3.57,658091.0,21367.0,19.0
86,119,daniel keyes,flowers for algernon,eng,fiction,https://images.gr-assets.com/books/1367141311l/18373.jpg,3.86,389448.0,13470.0,61.0
87,120,carlos ruiz zafón|lucia graves,the shadow of the wind,eng,fiction,https://images.gr-assets.com/books/1344545047l/1232.jpg,2.33,360901.0,28152.0,32.0
88,121,patrick rothfuss,the name of the wind,eng,fantasy,https://images.gr-assets.com/books/1515589515l/186074.jpg,4.14,546719.0,33615.0,75.0
89,122,john green,looking for alaska,eng,young adult,https://images.gr-assets.com/books/1394798630l/99561.jpg,3.56,941603.0,50857.0,23.0
90,123,mark haddon,the curious incident of the dog in the night-time,eng,fiction,https://images.gr-assets.com/books/1479863624l/1618.jpg,2.67,1007662.0,39191.0,48.0
91,125,franz kafka|stanley corngold,the metamorphosis,eng,classics,https://images.gr-assets.com/books/1359061917l/485894.jpg,4.06,489130.0,12513.0,46.0
92,126,umberto eco|william weaver|seán barrett,the name of the rose,eng,fiction,https://images.gr-assets.com/books/1415375471l/119073.jpg,4.0,250865.0,6993.0,56.0
93,127,nathaniel hawthorne|thomas e. connolly|nina baym,the scarlet letter,eng,classics,https://images.gr-assets.com/books/1404810944l/12296.jpg,3.44,612448.0,12647.0,50.0
94,129,becca fitzpatrick,"hush, hush",eng,young adult,https://images.gr-assets.com/books/1358261334l/6339664.jpg,4.33,503810.0,23115.0,45.0
95,130,mitch albom,the five people you meet in heaven,eng,fiction,https://images.gr-assets.com/books/1388200541l/3431.jpg,3.47,501872.0,17931.0,59.0
96,131,mario puzo|robert thompson|peter bart,the godfather,eng,fiction,https://images.gr-assets.com/books/1394988109l/22034.jpg,3.85,288663.0,6793.0,60.0
97,133,leo tolstoy|aylmer maude|louise maude,anna karenina,eng,classics,https://images.gr-assets.com/books/1352422904l/15823480.jpg,3.67,530949.0,19943.0,19.0
98,135,dr. seuss,the cat in the hat,eng,childrens,https://images.gr-assets.com/books/1468890477l/233093.jpg,3.67,344152.0,4850.0,26.0
99,136,chuck palahniuk,fight club,en-us,fiction,https://images.gr-assets.com/books/1357128997l/5759.jpg,3.0,423710.0,12321.0,17.0
100,137,louis sachar,holes,eng,young adult,https://images.gr-assets.com/books/1327781893l/38709.jpg,4.0,843140.0,17602.0,36.0
101,138,frank herbert,dune,eng,science fiction,https://images.gr-assets.com/books/1388175949l/104.jpg,3.12,585599.0,15283.0,60.0
102,142,dante alighieri|allen mandelbaum|eugenio montale,the divine comedy,eng,classics,https://images.gr-assets.com/books/1390760180l/6656.jpg,5.0,96903.0,3127.0,18.0
103,145,patrick süskind|john e. woods,perfume: the story of a murderer,eng,fiction,https://images.gr-assets.com/books/1409112276l/343.jpg,2.5,257570.0,11495.0,22.0
104,148,richelle mead,shadow kiss,eng,young adult,https://images.gr-assets.com/books/1361099049l/2802316.jpg,3.57,302887.0,10619.0,65.0
105,150,stephen king,it,en-us,horror,https://images.gr-assets.com/books/1334416842l/830502.jpg,4.2,612234.0,18294.0,53.0
106,154,veronica roth,insurgent,eng,young adult,https://images.gr-assets.com/books/1325667729l/11735983.jpg,4.08,1017639.0,57266.0,64.0
107,155,colleen mccullough,the thorn birds,en-us,fiction,https://images.gr-assets.com/books/1391416796l/3412.jpg,4.33,286194.0,5053.0,71.0
108,157,dr. seuss,how the grinch stole christmas!,en-us,childrens,https://images.gr-assets.com/books/1327958149l/113946.jpg,4.5,281489.0,2535.0,18.0
109,158,zora neale hurston,their eyes were watching god,eng,classics,https://images.gr-assets.com/books/1368072803l/37415.jpg,4.0,219443.0,10439.0,25.0
110,160,oscar wilde,the importance of being earnest,eng,classics,https://images.gr-assets.com/books/1298438452l/92303.jpg,3.33,264693.0,7442.0,55.0
111,161,douglas adams,the ultimate hitchhiker's guide to the galaxy,en-us,science fiction,https://images.gr-assets.com/books/1404613595l/13.jpg,4.67,252980.0,4679.0,24.0
112,162,richelle mead,frostbite,eng,young adult,https://images.gr-assets.com/books/1361098960l/2282133.jpg,4.07,283827.0,10591.0,71.0
113,165,l. frank baum|w.w. denslow,the wonderful wizard of oz,en-us,classics,https://images.gr-assets.com/books/1398003737l/236093.jpg,2.33,309018.0,10137.0,21.0
114,167,dr. seuss,the lorax,eng,childrens,https://images.gr-assets.com/books/1327879938l/7784.jpg,3.43,241590.0,3543.0,25.0
115,168,richelle mead,blood promise,en-us,young adult,https://images.gr-assets.com/books/1442530605l/5996153.jpg,3.86,256884.0,9253.0,63.0
116,170,pearl s. buck,the good earth,en-gb,classics,https://images.gr-assets.com/books/1312497600l/1078.jpg,2.5,205238.0,8937.0,63.0
117,171,thomas hardy|margaret r. higonnet|tim dolin,tess of the d'urbervilles,eng,classics,https://images.gr-assets.com/books/1434302708l/32261.jpg,4.0,211670.0,7431.0,64.0
118,172,william shakespeare|barbara a. mowat|paul werstine|catherine belsey,a midsummer night's dream,eng,classics,https://images.gr-assets.com/books/1327874534l/1622.jpg,4.1,395736.0,6537.0,65.0
119,173,kahlil gibran,the prophet,eng,poetry,https://images.gr-assets.com/books/1355046521l/2547.jpg,3.86,182895.0,7251.0,64.0
120,176,terry pratchett|neil gaiman,"good omens: the nice and accurate prophecies of agnes nutter, witch",en-us,fantasy,https://images.gr-assets.com/books/1392528568l/12067.jpg,3.86,378490.0,16449.0,33.0
121,177,amy tan,the joy luck club,eng,fiction,https://images.gr-assets.com/books/1304978653l/7763.jpg,4.0,552197.0,7521.0,30.0
122,178,j.r.r. tolkien,the hobbit,en-us,fantasy,https://images.gr-assets.com/books/1372847500l/5907.jpg,4.43,2422848.0,41354.0,50.0
123,179,rick riordan,the battle of the labyrinth,eng,fantasy,https://images.gr-assets.com/books/1518607478l/2120932.jpg,4.14,592128.0,15745.0,61.0
124,180,richard bach|russell munson,jonathan livingston seagull,eng,fiction,https://images.gr-assets.com/books/1432222358l/71728.jpg,3.64,166770.0,6289.0,64.0
125,181,jane carruth|rene cloke|lewis carroll,alice in wonderland,eng,classics,https://images.gr-assets.com/books/1391458382l/13023.jpg,4.44,356729.0,5118.0,66.0
126,184,cassandra clare,clockwork princess,eng,fantasy,https://images.gr-assets.com/books/1436788488l/18335634.jpg,4.15,277242.0,25357.0,57.0
127,186,dr. seuss,"oh, the places you'll go!",eng,childrens,https://images.gr-assets.com/books/1421708635l/191139.jpg,4.0,281184.0,4471.0,54.0
128,189,katherine paterson,bridge to terabithia,eng,young adult,https://images.gr-assets.com/books/1327880087l/2839.jpg,4.8,384779.0,10445.0,45.0
129,191,suzanne collins,the hunger games trilogy boxset,en-us,young adult,https://images.gr-assets.com/books/1360094673l/7938275.jpg,5.0,171023.0,6616.0,30.0
130,194,jean m. auel,the clan of the cave bear,eng,historical,https://images.gr-assets.com/books/1385331302l/1295.jpg,4.25,200505.0,5652.0,62.0
131,196,james joyce|morris l. ernst|john m. woolsey,ulysses,eng,classics,https://images.gr-assets.com/books/1428891345l/338798.jpg,4.5,95889.0,5644.0,51.0
132,198,robert louis stevenson,treasure island,eng,classics,https://images.gr-assets.com/books/1485248909l/295.jpg,4.5,344305.0,9084.0,50.0
133,199,john irving,the world according to garp,eng,fiction,https://images.gr-assets.com/books/1447234581l/7069.jpg,4.33,188576.0,4919.0,55.0
134,200,michael ende|ralph manheim|roswitha quadflieg|miguel sáenz,the neverending story,eng,fantasy,https://images.gr-assets.com/books/1327871159l/27712.jpg,4.0,136309.0,5016.0,27.0
135,205,george r.r. martin,a storm of swords,eng,fantasy,https://images.gr-assets.com/books/1497931121l/62291.jpg,3.5,576139.0,20556.0,61.0
136,207,philippa gregory,the other boleyn girl,en-us,historical,https://images.gr-assets.com/books/1355932638l/37470.jpg,2.0,419008.0,16309.0,22.0
137,209,thomas keneally,schindler's list,eng,history,https://images.gr-assets.com/books/1348163457l/375013.jpg,3.0,117770.0,1846.0,22.0
138,211,lauren kate,fallen,en-us,young adult,https://images.gr-assets.com/books/1440619649l/6487308.jpg,2.71,437542.0,18650.0,53.0
139,212,philip pullman|peter bailey,his dark materials,eng,fantasy,https://images.gr-assets.com/books/1442329494l/18116.jpg,4.25,109323.0,4762.0,38.0
140,213,frances hodgson burnett|nancy bond,a little princess,eng,classics,https://images.gr-assets.com/books/1327868556l/3008.jpg,3.64,245610.0,5861.0,52.0
141,217,richelle mead,spirit bound,eng,young adult,https://images.gr-assets.com/books/1291168967l/6479259.jpg,4.0,245055.0,8424.0,26.0
142,219,john boyne,the boy in the striped pajamas,eng,historical,https://images.gr-assets.com/books/1366228171l/39999.jpg,4.25,385213.0,21996.0,31.0
143,221,toni morrison,beloved,eng,fiction,https://images.gr-assets.com/books/1347984578l/6149.jpg,4.0,268589.0,8835.0,21.0
144,222,j.r.r. tolkien|christopher tolkien|ted nasmith,the silmarillion,eng,fantasy,https://images.gr-assets.com/books/1336502583l/7332.jpg,4.0,179215.0,6483.0,44.0
145,225,arthur miller|christopher bigsby,the crucible,eng,classics,https://images.gr-assets.com/books/1447764813l/17250.jpg,3.67,277010.0,6161.0,36.0
146,227,maggie stiefvater,shiver,eng,young adult,https://images.gr-assets.com/books/1409283154l/6068551.jpg,2.0,394321.0,21592.0,60.0
147,228,shel silverstein,a light in the attic,eng,poetry,https://images.gr-assets.com/books/1427169918l/30118.jpg,2.4,335025.0,2644.0,53.0
148,229,corrie ten boom|john sherrill|elizabeth sherrill,the hiding place: the triumphant true story of corrie ten boom,eng,nonfiction,https://images.gr-assets.com/books/1320418824l/561909.jpg,5.0,211734.0,8719.0,66.0
149,230,wally lamb,she's come undone,eng,fiction,https://images.gr-assets.com/books/1408113538l/5203.jpg,4.0,284755.0,9521.0,25.0
150,232,franz kafka|willa muir|edwin muir|max brod,the trial,en-us,classics,https://images.gr-assets.com/books/1320399438l/17690.jpg,3.86,185592.0,5644.0,47.0
151,233,rick riordan,the lost hero,eng,fantasy,https://images.gr-assets.com/books/1464201003l/7736182.jpg,4.09,533939.0,18908.0,74.0
152,236,arundhati roy,the god of small things,en-us,fiction,https://images.gr-assets.com/books/1436217001l/9777.jpg,3.67,203996.0,10953.0,32.0
153,238,john grogan,marley and me: life and love with the world's worst dog,en-us,nonfiction,https://images.gr-assets.com/books/1308858322l/12691.jpg,3.64,412535.0,13822.0,24.0
154,239,cassandra clare,clockwork prince,en-us,fantasy,https://images.gr-assets.com/books/1460477747l/10025305.jpg,5.0,380060.0,19527.0,48.0
155,241,cassandra clare,city of fallen angels,eng,fantasy,https://images.gr-assets.com/books/1369452302l/6752378.jpg,4.25,411196.0,20363.0,61.0
156,242,scott westerfeld,uglies,eng,young adult,https://images.gr-assets.com/books/1443904172l/24770.jpg,4.0,503415.0,22315.0,53.0
157,243,kiera cass,the selection,en-gb,young adult,https://images.gr-assets.com/books/1322103400l/10507293.jpg,4.0,670488.0,40309.0,68.0
158,245,p.c. cast|kristin cast,marked,eng,young adult,https://images.gr-assets.com/books/1317067002l/30183.jpg,4.57,394267.0,13433.0,60.0
159,248,viktor e. frankl|harold s. kushner|william j. winslade|isle lasch,man's search for meaning,eng,nonfiction,https://images.gr-assets.com/books/1535419394l/4069.jpg,4.14,251924.0,13173.0,32.0
160,249,william faulkner,the sound and the fury,en-us,classics,https://images.gr-assets.com/books/1433089995l/10975.jpg,4.0,143074.0,6113.0,30.0
161,251,hunter s. thompson|ralph steadman,fear and loathing in las vegas,eng,fiction,https://images.gr-assets.com/books/1394204569l/7745.jpg,3.0,264581.0,5481.0,30.0
162,255,george r.r. martin,a clash of kings,eng,fantasy,https://images.gr-assets.com/books/1358254974l/10572.jpg,3.0,671699.0,21669.0,38.0
163,257,robert a. heinlein,stranger in a strange land,eng,science fiction,https://images.gr-assets.com/books/1156897088l/350.jpg,3.5,246528.0,6960.0,21.0
164,258,scott o'dell,island of the blue dolphins,eng,young adult,https://images.gr-assets.com/books/1475166260l/233818.jpg,4.25,259832.0,7333.0,51.0
165,260,ernest hemingway,for whom the bell tolls,eng,classics,https://images.gr-assets.com/books/1492591524l/46170.jpg,5.0,222235.0,5271.0,29.0
166,264,stephen king,the green mile,en-us,horror,https://images.gr-assets.com/books/1373903563l/11566.jpg,4.08,211307.0,5715.0,76.0
167,265,isabel allende|magda bogin,the house of the spirits,eng,fiction,https://images.gr-assets.com/books/1358615501l/9328.jpg,4.6,155012.0,6155.0,71.0
168,266,lauren oliver,delirium,eng,young adult,https://images.gr-assets.com/books/1327890411l/11614718.jpg,3.0,382887.0,25266.0,48.0
169,268,wally lamb,i know this much is true,eng,fiction,https://images.gr-assets.com/books/1373532198l/227711.jpg,4.0,272165.0,8201.0,79.0
170,270,anne rice,the vampire lestat,en-us,horror,https://images.gr-assets.com/books/1347515742l/43814.jpg,3.5,160002.0,3319.0,75.0
171,271,jamie mcguire,beautiful disaster,en-us,romance,https://images.gr-assets.com/books/1358259032l/11505797.jpg,4.67,482287.0,26262.0,43.0
172,272,john green,paper towns,en-us,young adult,https://images.gr-assets.com/books/1349013610l/6442769.jpg,3.8,733725.0,45434.0,18.0
173,273,william shakespeare,othello,eng,classics,https://images.gr-assets.com/books/1459795105l/12996.jpg,4.0,275049.0,5088.0,68.0
174,274,christopher moore,"lamb: the gospel according to biff, christ's childhood pal",eng,humor,https://images.gr-assets.com/books/1331419009l/28881.jpg,4.67,136117.0,11067.0,29.0
175,276,ki longfellow,flow down like silver: hypatia of alexandria,eng,historical,https://images.gr-assets.com/books/1348371147l/6801755.jpg,4.5,2007.0,184.0,49.0
176,278,jon krakauer,into the wild,eng,nonfiction,https://images.gr-assets.com/books/1403173986l/1845.jpg,3.8,748397.0,18920.0,59.0
177,281,laurie halse anderson,speak,eng,young adult,https://images.gr-assets.com/books/1310121762l/439288.jpg,3.0,408879.0,20201.0,72.0
178,282,diana wynne jones,howl's moving castle,eng,fantasy,https://images.gr-assets.com/books/1407450489l/6294.jpg,4.0,162207.0,10831.0,23.0
179,283,marissa meyer,cinder,en-us,young adult,https://images.gr-assets.com/books/1470056948l/11235712.jpg,4.5,548169.0,46557.0,43.0
180,284,neil gaiman,neverwhere,eng,fantasy,https://images.gr-assets.com/books/1348747943l/14497.jpg,3.78,351462.0,18500.0,55.0
181,287,ralph ellison,invisible man,eng,classics,https://images.gr-assets.com/books/1352854247l/16981.jpg,3.57,138822.0,4782.0,29.0
182,289,cornelia funke|anthea bell,inkheart,eng,fantasy,https://images.gr-assets.com/books/1538266636l/28194.jpg,4.5,319725.0,10989.0,30.0
183,292,diane setterfield,the thirteenth tale,eng,fiction,https://images.gr-assets.com/books/1346267826l/40440.jpg,5.0,242608.0,20441.0,76.0
184,293,kristin cashore,graceling,eng,fantasy,https://images.gr-assets.com/books/1331548394l/3236307.jpg,4.0,332098.0,20382.0,23.0
